rank,labels,hexes,sigma0,sigma2,sigma4,sigma8,sigma16,p99_sigma2,rank_key
4104,Brown|Lime Green|White|Orange,#55331A|#D5D701|#EBF7FF|#F67405,81.7136,78.8969,77.7113,76.4923,75.3379,145.0294,77.6946
4105,Dark Olive Drab|Grey|Olive Green|Tan,#575B54|#8C9099|#948902|#A79E82,79.7427,78.7454,78.1152,76.6513,73.4642,118.2711,77.6983
4106,Dark Grey|Polymaker Teal|Dark Olive Drab|White,#485259|#4CC0C7|#575B54|#EBF7FF,79.9427,78.9349,78.1955,76.4716,72.6245,107.7641,77.7032
4107,Polymaker Teal|Brown|Grey|Orange,#4CC0C7|#55331A|#8C9099|#F67405,82.4288,79.3540,77.9258,76.0662,73.3399,145.7390,77.7101
4108,Black|Polymaker Teal|Cold White|Red,#080A0D|#4CC0C7|#D9DFE5|#E72F1D,81.9270,78.7870,78.0413,76.6552,74.0280,124.3565,77.7211
4109,Brown|Cold White|Pink|Orange,#55331A|#D9DFE5|#F1A1AF|#F67405,81.7541,79.0200,77.9292,76.4326,74.0454,144.6308,77.7263
4110,Dark Grey|Dark Olive Drab|Grey|White,#485259|#575B54|#8C9099|#EBF7FF,79.9927,79.0036,78.2489,76.4800,72.5592,107.7653,77.7418
4111,Dark Grey|Dark Olive Drab|Cold White|White,#485259|#575B54|#D9DFE5|#EBF7FF,79.9927,79.0036,78.2489,76.4800,72.5592,107.7653,77.7418
4112,Black|Polymaker Teal|Brown|Red,#080A0D|#4CC0C7|#55331A|#E72F1D,81.9338,78.8165,78.0709,76.6893,74.1660,124.3613,77.7529
4113,Black|Polymaker Teal|Dark Olive Drab|Red,#080A0D|#4CC0C7|#575B54|#E72F1D,81.9027,78.7991,78.0658,76.7103,74.2208,124.0602,77.7547
4114,Polymaker Teal|Grey|Olive Green|Tan,#4CC0C7|#8C9099|#948902|#A79E82,79.6043,78.7763,78.1897,76.7385,73.5676,117.3146,77.7574
4115,Green|Polymaker Teal|Orange|Yellow,#06924D|#4CC0C7|#F67405|#FFE800,80.5655,78.4588,77.7794,77.0888,76.3046,134.1619,77.7738
4116,Brown|Olive Green|Pink|Orange,#55331A|#948902|#F1A1AF|#F67405,80.6584,78.4986,77.8843,77.0986,75.5991,147.0470,77.7986
4117,Green|Dark Grey|Polymaker Teal|Tan,#06924D|#485259|#4CC0C7|#A79E82,78.0427,78.2196,78.2190,77.3856,74.6520,118.5253,77.8026
4118,Dark Grey|Brown|Grey|Tan,#485259|#55331A|#8C9099|#A79E82,80.7412,78.9885,78.2639,76.6240,72.9408,118.8392,77.8062
4119,Green|Dark Grey|Dark Olive Drab|Tan,#06924D|#485259|#575B54|#A79E82,78.0167,78.2165,78.2333,77.4005,74.6598,118.5389,77.8085
4120,Green|Dark Olive Drab|Olive Green|White,#06924D|#575B54|#948902|#EBF7FF,79.6822,78.5416,78.1833,77.0810,74.3026,111.1479,77.8113
4121,Green|Dark Grey|Tan|Cold White,#06924D|#485259|#A79E82|#D9DFE5,78.0223,78.2207,78.2376,77.4055,74.6640,118.5389,77.8131
4122,Polymaker Teal|Dark Olive Drab|White|Orange,#4CC0C7|#575B54|#EBF7FF|#F67405,81.7043,79.1101,78.0885,76.5186,73.8308,138.1432,77.8143
4123,Green|Black|Brown|Olive Green,#06924D|#080A0D|#55331A|#948902,77.6183,77.8299,77.9394,77.8234,76.9138,141.5370,77.8267
4124,Green|Olive Green|Red|Magenta,#06924D|#948902|#E72F1D|#F24574,81.4167,78.4026,77.7973,77.2952,76.1317,134.9655,77.8489
4125,Tan|Red|White|Orange,#A79E82|#E72F1D|#EBF7FF|#F67405,80.1148,78.7799,78.0461,76.9258,75.0330,136.0038,77.8529
4126,Grey|Olive Green|Tan|Cold White,#8C9099|#948902|#A79E82|#D9DFE5,79.6394,78.9078,78.3195,76.8554,73.6085,117.3336,77.8816
4127,Dark Olive Drab|Grey|Olive Green|White,#575B54|#8C9099|#948902|#EBF7FF,80.4640,79.0154,78.3417,76.8337,73.5690,110.2955,77.9246
4128,Green|Pink|Magenta|Orange,#06924D|#F1A1AF|#F24574|#F67405,80.7537,78.4786,78.0167,77.3973,75.9101,140.4102,77.9379
4129,Green|Cold White|Pink|Orange,#06924D|#D9DFE5|#F1A1AF|#F67405,79.7443,78.6371,78.2188,77.2624,74.9210,127.8713,77.9498
4130,Dark Olive Drab|Olive Green|White|Yellow,#575B54|#948902|#EBF7FF|#FFE800,80.6068,78.8759,78.1627,77.0348,75.0674,121.9138,77.9553
4131,Dark Olive Drab|Grey|Olive Green|Orange,#575B54|#8C9099|#948902|#F67405,81.6507,78.8819,78.0519,77.0464,75.3242,144.9698,77.9642
4132,Dark Grey|Polymaker Teal|Grey|White,#485259|#4CC0C7|#8C9099|#EBF7FF,80.2716,79.2021,78.4461,76.7286,72.9215,107.8259,77.9654
4133,Dark Grey|Polymaker Teal|Cold White|White,#485259|#4CC0C7|#D9DFE5|#EBF7FF,80.2310,79.1928,78.4469,76.7560,73.0015,107.8259,77.9744
4134,Dark Grey|Grey|Cold White|White,#485259|#8C9099|#D9DFE5|#EBF7FF,80.3223,79.2827,78.5054,76.7440,72.8905,107.8309,78.0133
4135,Black|Dark Olive Drab|Grey|Red,#080A0D|#575B54|#8C9099|#E72F1D,81.9715,79.0099,78.2296,77.0168,75.1468,131.6784,78.0134
4136,Green|Polymaker Teal|Lime Green|Orange,#06924D|#4CC0C7|#D5D701|#F67405,80.8911,78.7660,78.0899,77.2985,76.0874,134.1980,78.0323
4137,Green|Black|Olive Green|Red,#06924D|#080A0D|#948902|#E72F1D,80.0636,77.9498,78.1571,78.1277,77.4071,138.9522,78.0387
4138,Dark Olive Drab|Tan|White|Yellow,#575B54|#A79E82|#EBF7FF|#FFE800,80.7046,78.9621,78.2473,77.1166,75.1352,121.9063,78.0394
4139,Black|Grey|Cold White|Red,#080A0D|#8C9099|#D9DFE5|#E72F1D,82.4695,79.2506,78.3060,76.8293,74.4369,132.9782,78.0400
4140,Polymaker Teal|Brown|Grey|Tan,#4CC0C7|#55331A|#8C9099|#A79E82,81.8796,79.3024,78.4678,76.7848,73.1302,118.7523,78.0436
4141,Polymaker Teal|Cold White|Pink|Orange,#4CC0C7|#D9DFE5|#F1A1AF|#F67405,81.4146,79.3657,78.3568,76.7228,73.7556,128.8303,78.0443
4142,Polymaker Teal|Tan|Pink|Orange,#4CC0C7|#A79E82|#F1A1AF|#F67405,81.4380,79.3864,78.3786,76.7445,73.7781,129.2049,78.0655
4143,Brown|Dark Olive Drab|White|Orange,#55331A|#575B54|#EBF7FF|#F67405,81.8741,79.3437,78.3630,76.8819,74.4107,138.4129,78.1128
4144,Dark Olive Drab|Lime Green|White|Yellow,#575B54|#D5D701|#EBF7FF|#FFE800,80.7406,78.9951,78.3095,77.2344,75.2620,121.9060,78.1148
4145,Polymaker Teal|Dark Olive Drab|Grey|Orange,#4CC0C7|#575B54|#8C9099|#F67405,82.4595,79.5436,78.3751,76.7160,74.0731,143.8916,78.1298
4146,Polymaker Teal|Dark Olive Drab|White|Yellow,#4CC0C7|#575B54|#EBF7FF|#FFE800,80.7839,79.0637,78.3642,77.2093,75.1446,121.8633,78.1365
4147,Dark Olive Drab|Tan|White|Orange,#575B54|#A79E82|#EBF7FF|#F67405,81.7624,79.3086,78.3851,76.9740,74.5428,138.4526,78.1413
4148,Brown|Dark Olive Drab|Grey|Tan,#55331A|#575B54|#8C9099|#A79E82,81.8272,79.3823,78.5854,76.9099,73.1805,118.7844,78.1461
4149,Green|Polymaker Teal|Brown|Cold White,#06924D|#4CC0C7|#55331A|#D9DFE5,82.3692,78.7971,78.1055,77.5298,75.8025,111.4403,78.1635
4150,Brown|Grey|Tan|Cold White,#55331A|#8C9099|#A79E82|#D9DFE5,81.8772,79.4062,78.6051,76.9254,73.1899,118.7675,78.1658
4151,Brown|Grey|Tan|Orange,#55331A|#8C9099|#A79E82|#F67405,82.4528,79.5889,78.3303,76.7565,74.4938,146.8816,78.1727
4152,Dark Olive Drab|Cold White|White|Orange,#575B54|#D9DFE5|#EBF7FF|#F67405,81.8554,79.3835,78.4265,76.9629,74.4591,138.3981,78.1732
4153,Brown|Tan|Pink|Orange,#55331A|#A79E82|#F1A1AF|#F67405,81.6559,79.2220,78.3434,77.1328,75.1330,146.7923,78.1774
4154,Polymaker Teal|White|Pink|Orange,#4CC0C7|#EBF7FF|#F1A1AF|#F67405,81.5175,79.5018,78.5002,76.8581,73.8561,128.1523,78.1800
4155,Dark Olive Drab|Cold White|White|Yellow,#575B54|#D9DFE5|#EBF7FF|#FFE800,80.8588,79.1150,78.4063,77.2756,75.2282,121.9126,78.1953
4156,Green|Dark Grey|Brown|Tan,#06924D|#485259|#55331A|#A79E82,79.5079,78.5952,78.5722,77.8022,75.1663,119.4356,78.1987
4157,Green|Black|Olive Green|Tan,#06924D|#080A0D|#948902|#A79E82,79.3478,78.6825,78.5088,77.7390,75.4856,118.8975,78.2107
4158,Brown|Grey|Cold White|Orange,#55331A|#8C9099|#D9DFE5|#F67405,82.8077,79.8265,78.4439,76.6617,74.0712,146.6092,78.2441
4159,Green|Tan|Red|Pink,#06924D|#A79E82|#E72F1D|#F1A1AF,81.3241,78.8643,78.3428,77.6939,76.0477,128.5661,78.2791
4160,Dark Grey|Polymaker Teal|Dark Olive Drab|Tan,#485259|#4CC0C7|#575B54|#A79E82,79.7479,79.3944,78.8083,77.1949,73.5395,118.4341,78.2946
4161,Dark Grey|Polymaker Teal|Tan|Cold White,#485259|#4CC0C7|#A79E82|#D9DFE5,79.7708,79.4076,78.8158,77.1984,73.5408,118.4328,78.3030
4162,Black|Brown|Grey|Red,#080A0D|#55331A|#8C9099|#E72F1D,82.5465,79.4335,78.5514,77.2264,75.2604,132.9185,78.3299
4163,Polymaker Teal|Dark Olive Drab|Olive Green|White,#4CC0C7|#575B54|#948902|#EBF7FF,80.9245,79.4017,78.7440,77.2719,74.0715,111.0670,78.3368
4164,Green|Black|Dark Grey|Tan,#06924D|#080A0D|#485259|#A79E82,79.5858,78.7774,78.7071,77.9221,75.3237,118.7818,78.3497
4165,Dark Olive Drab|Olive Green|Tan|White,#575B54|#948902|#A79E82|#EBF7FF,80.9637,79.4733,78.7900,77.2755,74.0071,111.0630,78.3744
4166,Dark Olive Drab|Olive Green|Cold White|White,#575B54|#948902|#D9DFE5|#EBF7FF,80.9666,79.4754,78.7919,77.2775,74.0101,111.0630,78.3765
4167,Tan|Lime Green|Red|Yellow,#A79E82|#D5D701|#E72F1D|#FFE800,80.4400,78.8330,78.3253,77.9433,77.6120,137.7101,78.3882
4168,Dark Grey|Dark Olive Drab|Tan|Cold White,#485259|#575B54|#A79E82|#D9DFE5,79.7542,79.4697,78.9158,77.3109,73.5796,118.4783,78.3903
4169,Red|Magenta|Orange|Yellow,#E72F1D|#F24574|#F67405|#FFE800,78.9645,78.5196,78.3745,78.3133,78.4514,142.0489,78.4164
4170,Polymaker Teal|Olive Green|Orange|Yellow,#4CC0C7|#948902|#F67405|#FFE800,81.9938,79.5339,78.5611,77.3806,75.8688,133.8725,78.4573
4171,Green|Tan|Red|Magenta,#06924D|#A79E82|#E72F1D|#F24574,81.7281,79.0388,78.4921,77.8852,76.3692,133.5961,78.4620
4172,Black|Polymaker Teal|Olive Green|Tan,#080A0D|#4CC0C7|#948902|#A79E82,80.6143,79.4170,78.8464,77.5696,74.7978,118.8211,78.4933
4173,Olive Green|Cold White|Pink|Orange,#948902|#D9DFE5|#F1A1AF|#F67405,80.8633,79.4379,78.7225,77.5774,75.2042,127.4697,78.5077
4174,Polymaker Teal|Lime Green|Orange|Yellow,#4CC0C7|#D5D701|#F67405|#FFE800,82.0081,79.6049,78.6416,77.4580,75.8666,133.8224,78.5314
4175,Lime Green|White|Pink|Orange,#D5D701|#EBF7FF|#F1A1AF|#F67405,80.3055,79.2958,78.7434,77.7836,76.0462,130.9398,78.5397
4176,Polymaker Teal|Cold White|Orange|Yellow,#4CC0C7|#D9DFE5|#F67405|#FFE800,82.0572,79.6383,78.6568,77.4561,75.8356,133.4203,78.5472
4177,Black|Polymaker Teal|Brown|Cold White,#080A0D|#4CC0C7|#55331A|#D9DFE5,82.1493,80.1461,78.8347,76.9846,73.8132,110.3861,78.5654
4178,Polymaker Teal|Olive Green|Lime Green|Orange,#4CC0C7|#948902|#D5D701|#F67405,82.1345,79.6793,78.7273,77.5066,75.7530,134.0173,78.5929
4179,Dark Olive Drab|Grey|Tan|Orange,#575B54|#8C9099|#A79E82|#F67405,82.5545,79.7991,78.7842,77.4001,75.1881,144.8186,78.5996
4180,Polymaker Teal|Tan|Orange|Yellow,#4CC0C7|#A79E82|#F67405|#FFE800,82.1219,79.7022,78.7170,77.4982,75.8487,133.8498,78.6002
4181,Green|Black|Cold White|Red,#06924D|#080A0D|#D9DFE5|#E72F1D,80.6547,78.6516,78.8187,78.5617,77.3418,138.6755,78.6067
4182,Polymaker Teal|Brown|Dark Olive Drab|Cold White,#4CC0C7|#55331A|#575B54|#D9DFE5,83.5876,79.9956,78.8134,77.2317,74.1382,111.3285,78.6137
4183,Polymaker Teal|Dark Olive Drab|Orange|Yellow,#4CC0C7|#575B54|#F67405|#FFE800,82.5850,79.5117,78.6335,77.7193,76.8312,146.3556,78.6155
4184,Olive Green|Tan|Lime Green|Red,#948902|#A79E82|#D5D701|#E72F1D,80.9219,79.1857,78.5941,78.0650,77.4715,140.4791,78.6253
4185,White|Pink|Orange|Yellow,#EBF7FF|#F1A1AF|#F67405|#FFE800,80.3666,79.3512,78.8003,77.9065,76.3588,130.8140,78.6289
4186,Black|Brown|Olive Green|Tan,#080A0D|#55331A|#948902|#A79E82,80.5804,79.5232,78.9873,77.7632,75.0236,118.8669,78.6432
4187,Polymaker Teal|Lime Green|Cold White|Orange,#4CC0C7|#D5D701|#D9DFE5|#F67405,82.1515,79.7451,78.7905,77.5483,75.7014,133.5642,78.6467
4188,Green|Brown|White|Orange,#06924D|#55331A|#EBF7FF|#F67405,81.7987,79.6595,78.8366,77.6571,75.6806,145.5817,78.6583
4189,Black|Dark Olive Drab|Olive Green|Tan,#080A0D|#575B54|#948902|#A79E82,80.6871,79.5641,79.0239,77.7908,75.0306,118.8347,78.6775
4190,Green|Dark Olive Drab|Grey|Tan,#06924D|#575B54|#8C9099|#A79E82,79.8216,79.2871,79.0988,78.0715,75.0840,118.3043,78.6793
4191,Brown|Dark Olive Drab|Grey|Orange,#55331A|#575B54|#8C9099|#F67405,82.6476,79.8652,78.8498,77.4954,75.3656,144.8621,78.6803
4192,Black|Olive Green|Tan|Cold White,#080A0D|#948902|#A79E82|#D9DFE5,80.6951,79.5714,79.0325,77.8003,75.0411,118.8669,78.6859
4193,Polymaker Teal|Tan|Lime Green|Orange,#4CC0C7|#A79E82|#D5D701|#F67405,82.1976,79.7874,78.8322,77.5892,75.7480,134.0020,78.6883
4194,Green|Black|Dark Olive Drab|Red,#06924D|#080A0D|#575B54|#E72F1D,80.6744,78.6871,78.8936,78.7124,77.5663,138.3262,78.6998
4195,Polymaker Teal|Brown|White|Orange,#4CC0C7|#55331A|#EBF7FF|#F67405,83.4903,80.3957,78.9220,77.0063,74.2038,142.7856,78.7010
4196,Black|Dark Grey|Polymaker Teal|Tan,#080A0D|#485259|#4CC0C7|#A79E82,81.3619,79.8924,79.1822,77.5714,73.9822,118.6751,78.7319
4197,Polymaker Teal|Dark Olive Drab|Lime Green|Orange,#4CC0C7|#575B54|#D5D701|#F67405,82.7159,79.6386,78.7849,77.8274,76.7169,146.4476,78.7330
4198,Dark Olive Drab|Grey|Cold White|Orange,#575B54|#8C9099|#D9DFE5|#F67405,82.6840,79.9340,78.9186,77.5508,75.3552,144.8621,78.7424
4199,Black|Olive Green|Tan|Red,#080A0D|#948902|#A79E82|#E72F1D,81.4080,78.9090,78.8564,78.6097,77.8009,138.7919,78.7594
4200,Green|Olive Green|Magenta|Orange,#06924D|#948902|#F24574|#F67405,81.6515,79.2492,78.7889,78.2710,76.9941,142.1341,78.7601
4201,Dark Grey|Polymaker Teal|Brown|Tan,#485259|#4CC0C7|#55331A|#A79E82,81.3819,79.8703,79.2338,77.6659,74.1059,119.3205,78.7681
4202,Green|Polymaker Teal|Grey|Tan,#06924D|#4CC0C7|#8C9099|#A79E82,79.7350,79.4262,79.2431,78.1917,75.1605,117.3626,78.8089
4203,Green|Grey|Tan|Cold White,#06924D|#8C9099|#A79E82|#D9DFE5,79.7165,79.4276,79.2525,78.1988,75.1582,117.3824,78.8132
4204,Green|Dark Olive Drab|Orange|Yellow,#06924D|#575B54|#F67405|#FFE800,81.6538,79.1309,78.7234,78.5103,78.5281,149.4129,78.8206
4205,Green|Black|Tan|Red,#06924D|#080A0D|#A79E82|#E72F1D,80.7503,78.7985,79.0184,78.8439,77.6968,138.8846,78.8212
4206,Green|Black|Brown|Red,#06924D|#080A0D|#55331A|#E72F1D,80.7479,78.8063,79.0292,78.8542,77.7068,138.9418,78.8302
4207,Black|Dark Grey|Brown|Tan,#080A0D|#485259|#55331A|#A79E82,81.2444,79.9633,79.3062,77.7415,74.1596,118.7109,78.8524
4208,Black|Dark Olive Drab|Olive Green|Red,#080A0D|#575B54|#948902|#E72F1D,81.3064,78.8676,78.9135,78.8502,78.2866,137.8916,78.8589
4209,Black|Dark Grey|Dark Olive Drab|Tan,#080A0D|#485259|#575B54|#A79E82,81.3698,79.9971,79.3301,77.7376,74.0928,118.7109,78.8674
4210,Black|Dark Grey|Tan|Cold White,#080A0D|#485259|#A79E82|#D9DFE5,81.3711,79.9974,79.3306,77.7389,74.0972,118.7109,78.8682
4211,Green|Dark Grey|Polymaker Teal|Yellow,#06924D|#485259|#4CC0C7|#FFE800,78.9729,79.0136,78.9639,78.7267,78.0678,144.6182,78.8702
4212,Dark Grey|Brown|Dark Olive Drab|Tan,#485259|#55331A|#575B54|#A79E82,81.3446,79.9537,79.3594,77.8102,74.1918,119.3563,78.8819
4213,Dark Grey|Brown|Tan|Cold White,#485259|#55331A|#A79E82|#D9DFE5,81.3735,79.9703,79.3684,77.8124,74.1890,119.3563,78.8914
4214,Green|Dark Grey|Olive Green|Yellow,#06924D|#485259|#948902|#FFE800,78.8839,79.0133,78.9936,78.7716,78.1173,144.7303,78.8924
4215,Green|Dark Grey|Lime Green|Yellow,#06924D|#485259|#D5D701|#FFE800,78.9410,79.0206,78.9939,78.7891,78.1433,144.7322,78.9048
4216,Green|Dark Grey|Cold White|Yellow,#06924D|#485259|#D9DFE5|#FFE800,78.9462,79.0362,79.0070,78.7833,78.1282,144.7303,78.9098
4217,Green|Cold White|Orange|Yellow,#06924D|#D9DFE5|#F67405|#FFE800,81.2104,79.5450,78.9428,78.3088,77.4399,132.3596,78.9269
4218,Tan|Red|Pink|Orange,#A79E82|#E72F1D|#F1A1AF|#F67405,80.7749,79.5961,79.0625,78.2604,76.8354,140.8574,78.9282
4219,Green|Dark Grey|Grey|Yellow,#06924D|#485259|#8C9099|#FFE800,78.9718,79.0826,79.0606,78.8289,78.0881,144.4922,78.9557
4220,Green|Dark Grey|Tan|Yellow,#06924D|#485259|#A79E82|#FFE800,78.9153,79.0795,79.0712,78.8498,78.1065,144.7303,78.9646
4221,Green|Tan|Magenta|Orange,#06924D|#A79E82|#F24574|#F67405,81.7465,79.5046,79.0677,78.4860,77.0611,141.1232,78.9953
4222,Black|Olive Green|Cold White|Red,#080A0D|#948902|#D9DFE5|#E72F1D,81.4540,79.0987,79.1091,78.9632,78.3265,138.9024,79.0309
4223,Green|Black|Polymaker Teal|Brown,#06924D|#080A0D|#4CC0C7|#55331A,79.6709,79.2462,79.1855,78.8407,77.3434,110.4443,79.0435
4224,Green|Dark Olive Drab|Lime Green|Orange,#06924D|#575B54|#D5D701|#F67405,81.9475,79.3913,78.9938,78.7024,78.3319,149.4040,79.0469
4225,Olive Green|Tan|Red|Yellow,#948902|#A79E82|#E72F1D|#FFE800,81.2206,79.5275,78.9668,78.5879,78.3530,142.0628,79.0577
4226,Polymaker Teal|White|Orange|Yellow,#4CC0C7|#EBF7FF|#F67405|#FFE800,81.9700,80.0643,79.2445,78.0867,76.2996,128.8193,79.0755
4227,Green|Black|Polymaker Teal|Cold White,#06924D|#080A0D|#4CC0C7|#D9DFE5,81.3821,79.9621,79.2503,78.2262,76.1699,121.5538,79.0941
4228,Green|Dark Grey|Dark Olive Drab|Yellow,#06924D|#485259|#575B54|#FFE800,79.2165,79.2702,79.2351,79.0097,78.3580,144.9764,79.1399
4229,Green|Red|Magenta|Orange,#06924D|#E72F1D|#F24574|#F67405,81.9937,79.6373,79.1833,78.7097,77.6706,142.7031,79.1735
4230,Polymaker Teal|Lime Green|White|Orange,#4CC0C7|#D5D701|#EBF7FF|#F67405,82.0848,80.1793,79.3799,78.1746,76.1649,128.7935,79.1770
4231,Dark Grey|Polymaker Teal|Lime Green|Yellow,#485259|#4CC0C7|#D5D701|#FFE800,80.2393,79.8478,79.4069,78.5270,77.2334,144.4257,79.1874
4232,Dark Grey|Polymaker Teal|Olive Green|Yellow,#485259|#4CC0C7|#948902|#FFE800,80.2104,79.8770,79.4392,78.5189,77.1654,144.4127,79.1979
4233,Dark Grey|Polymaker Teal|Cold White|Yellow,#485259|#4CC0C7|#D9DFE5|#FFE800,80.3201,79.9309,79.4749,78.5467,77.1740,144.4123,79.2388
4234,Polymaker Teal|Dark Olive Drab|Grey|Tan,#4CC0C7|#575B54|#8C9099|#A79E82,81.5581,80.4944,79.7413,78.0001,74.2056,118.2402,79.2472
4235,Tan|Pink|Orange|Yellow,#A79E82|#F1A1AF|#F67405|#FFE800,80.7890,79.7779,79.3207,78.7293,77.9225,141.8323,79.2536
4236,Green|Lime Green|Cold White|Orange,#06924D|#D5D701|#D9DFE5|#F67405,81.6197,79.9414,79.3349,78.5753,77.2600,133.2551,79.2583
4237,Tan|Lime Green|Pink|Orange,#A79E82|#D5D701|#F1A1AF|#F67405,80.8774,79.8532,79.3941,78.7178,77.6769,141.8487,79.2855
4238,Dark Grey|Polymaker Teal|Grey|Yellow,#485259|#4CC0C7|#8C9099|#FFE800,80.3461,79.9798,79.5323,78.6064,77.1629,144.2555,79.2931
4239,Dark Grey|Polymaker Teal|Tan|Yellow,#485259|#4CC0C7|#A79E82|#FFE800,80.3013,79.9955,79.5594,78.6212,77.1502,144.4102,79.3083
4240,Dark Grey|Olive Green|Lime Green|Yellow,#485259|#948902|#D5D701|#FFE800,80.1964,79.8208,79.4580,78.8139,77.7659,144.5280,79.3174
4241,Dark Olive Drab|Grey|Tan|Cold White,#575B54|#8C9099|#A79E82|#D9DFE5,81.5560,80.5655,79.8383,78.0905,74.1976,118.2666,79.3280
4242,Dark Grey|Lime Green|Cold White|Yellow,#485259|#D5D701|#D9DFE5|#FFE800,80.2696,79.8460,79.4652,78.8120,77.7491,144.5291,79.3290
4243,Brown|Olive Green|White|Orange,#55331A|#948902|#EBF7FF|#F67405,83.0501,80.5431,79.4522,78.1154,76.1663,145.1156,79.3292
4244,Dark Grey|Olive Green|Cold White|Yellow,#485259|#948902|#D9DFE5|#FFE800,80.2651,79.9030,79.5132,78.8094,77.6955,144.5303,79.3562
4245,Dark Grey|Grey|Olive Green|Yellow,#485259|#8C9099|#948902|#FFE800,80.2660,79.9051,79.5165,78.8136,77.6737,144.3326,79.3593
4246,Lime Green|Magenta|Orange|Yellow,#D5D701|#F24574|#F67405|#FFE800,79.9411,79.5066,79.3425,79.2209,79.0240,141.2098,79.3637
4247,Dark Grey|Grey|Lime Green|Yellow,#485259|#8C9099|#D5D701|#FFE800,80.3001,79.8930,79.5147,78.8413,77.6806,144.3353,79.3672
4248,Green|Polymaker Teal|Olive Green|Orange,#06924D|#4CC0C7|#948902|#F67405,82.4069,80.2845,79.5779,78.4612,76.1777,134.2335,79.3729
4249,Green|Dark Grey|Grey|Lime Green,#06924D|#485259|#8C9099|#D5D701,79.3596,79.5610,79.5131,79.2341,78.3515,141.4256,79.3976
4250,Green|Grey|Lime Green|White,#06924D|#8C9099|#D5D701|#EBF7FF,80.2291,79.8574,79.6312,78.9661,77.1299,111.0921,79.4118
4251,Dark Grey|Grey|Cold White|Yellow,#485259|#8C9099|#D9DFE5|#FFE800,80.4123,80.0201,79.6045,78.8283,77.5684,144.3384,79.4242
4252,Tan|Cold White|Pink|Orange,#A79E82|#D9DFE5|#F1A1AF|#F67405,81.9738,80.5752,79.7609,78.3243,75.5981,127.2413,79.4497
4253,Dark Grey|Tan|Lime Green|Yellow,#485259|#A79E82|#D5D701|#FFE800,80.2674,79.9801,79.6252,78.9258,77.7180,144.5203,79.4529
4254,Lime Green|Red|Magenta|Orange,#D5D701|#E72F1D|#F24574|#F67405,80.2266,79.6856,79.4421,79.2248,79.1053,141.8992,79.4552
4255,Dark Olive Drab|Lime Green|Orange|Yellow,#575B54|#D5D701|#F67405|#FFE800,83.0061,80.0236,79.3571,78.8880,78.6635,149.2444,79.4558
4256,Dark Grey|Polymaker Teal|Dark Olive Drab|Yellow,#485259|#4CC0C7|#575B54|#FFE800,80.5816,80.1592,79.7003,78.7738,77.4107,144.6485,79.4665
4257,Polymaker Teal|Grey|Tan|Cold White,#4CC0C7|#8C9099|#A79E82|#D9DFE5,81.4574,80.6780,79.9805,78.2605,74.4710,117.2999,79.4692
4258,Black|White|Orange|Yellow,#080A0D|#EBF7FF|#F67405|#FFE800,82.8324,80.7322,79.5877,78.2139,77.2745,148.7480,79.4730
4259,Dark Grey|Olive Green|Tan|Yellow,#485259|#948902|#A79E82|#FFE800,80.3145,80.0468,79.6710,78.9204,77.6637,144.5248,79.4836
4260,Dark Olive Drab|Tan|Orange|Yellow,#575B54|#A79E82|#F67405|#FFE800,83.0841,80.1397,79.4288,78.8448,78.4863,149.1104,79.4922
4261,Dark Grey|Grey|Tan|Yellow,#485259|#8C9099|#A79E82|#FFE800,80.3475,80.0653,79.6853,78.9196,77.6307,144.3661,79.4924
4262,Green|Red|White|Orange,#06924D|#E72F1D|#EBF7FF|#F67405,82.2714,80.1610,79.5957,78.8384,77.2659,137.3945,79.4997
4263,Black|Lime Green|White|Orange,#080A0D|#D5D701|#EBF7FF|#F67405,82.8439,80.7435,79.6283,78.2642,77.1800,148.5747,79.5038
4264,Dark Grey|Tan|Cold White|Yellow,#485259|#A79E82|#D9DFE5|#FFE800,80.3553,80.0775,79.6992,78.9331,77.6456,144.5288,79.5053
4265,Black|Brown|Olive Green|Red,#080A0D|#55331A|#948902|#E72F1D,81.5933,79.4208,79.5779,79.6040,79.1249,139.6574,79.5124
4266,Dark Olive Drab|Olive Green|Orange|Yellow,#575B54|#948902|#F67405|#FFE800,83.0618,80.1087,79.4354,78.9485,78.7145,149.4690,79.5286
4267,Dark Olive Drab|Cold White|Orange|Yellow,#575B54|#D9DFE5|#F67405|#FFE800,83.1044,80.1263,79.4340,78.9355,78.7047,149.4665,79.5309
4268,Green|Polymaker Teal|Cold White|Orange,#06924D|#4CC0C7|#D9DFE5|#F67405,82.5540,80.4940,79.7847,78.5987,76.1861,133.7364,79.5463
4269,Green|Black|Brown|Dark Olive Drab,#06924D|#080A0D|#55331A|#575B54,79.4084,79.5384,79.7050,79.5714,78.3230,139.2515,79.5549
4270,Olive Green|White|Pink|Orange,#948902|#EBF7FF|#F1A1AF|#F67405,81.2734,80.2983,79.8073,78.8154,76.5874,130.9930,79.5569
4271,Dark Grey|Dark Olive Drab|Lime Green|Yellow,#485259|#575B54|#D5D701|#FFE800,80.5384,80.0822,79.6966,79.0442,77.9863,144.7964,79.5632
4272,Green|Black|Brown|Tan,#06924D|#080A0D|#55331A|#A79E82,80.4523,79.9970,79.9294,79.1656,76.5895,118.8848,79.5813
