rank,labels,hexes,sigma0,sigma2,sigma4,sigma8,sigma16,p99_sigma2,rank_key
3645,Green|Polymaker Teal|Tan|Orange,#06924D|#4CC0C7|#A79E82|#F67405,26.2772,22.4090,21.4293,20.4770,19.5056,47.1624,21.4430
3646,Green|Black|Polymaker Teal|Dark Olive Drab,#06924D|#080A0D|#4CC0C7|#575B54,23.3696,21.5592,21.3436,21.3345,21.4690,44.2552,21.4469
3647,Green|Purple|Tan|Cold White,#06924D|#6C47B2|#A79E82|#D9DFE5,30.7456,22.6994,21.2047,20.2103,19.4836,45.7351,21.4549
3648,Green|Brown|Red|Yellow,#06924D|#55331A|#E72F1D|#FFE800,26.7648,22.0492,21.1767,20.8798,20.9173,47.2599,21.4645
3649,Green|Grey|Tan|Yellow,#06924D|#8C9099|#A79E82|#FFE800,24.7163,22.2534,21.5099,20.6835,19.7650,43.3324,21.4685
3650,Azure Blue|Green|Polymaker Teal|Pink,#0066D9|#06924D|#4CC0C7|#F1A1AF,30.4968,22.7114,21.2741,20.2377,19.3841,42.0986,21.4746
3651,Grey|Tan|Lime Green|Yellow,#8C9099|#A79E82|#D5D701|#FFE800,24.7205,22.2608,21.5171,20.6902,19.7704,43.3470,21.4755
3652,Polymaker Teal|Grey|Tan|Yellow,#4CC0C7|#8C9099|#A79E82|#FFE800,24.7023,22.2489,21.5145,20.7087,19.8342,43.3470,21.4788
3653,Azure Blue|Dark Grey|Polymaker Teal|Brown,#0066D9|#485259|#4CC0C7|#55331A,26.4145,21.8444,21.1622,21.1167,21.4585,50.6574,21.4806
3654,Green|Polymaker Teal|Purple|Tan,#06924D|#4CC0C7|#6C47B2|#A79E82,30.8345,22.7963,21.2599,20.1753,19.3006,45.6978,21.4858
3655,Blue|Azure Blue|Dark Grey|Red,#003776|#0066D9|#485259|#E72F1D,27.4846,22.1042,21.2581,20.8783,20.7689,59.8498,21.4913
3656,Azure Blue|Dark Grey|Purple|Red,#0066D9|#485259|#6C47B2|#E72F1D,27.4846,22.1042,21.2581,20.8783,20.7689,59.8498,21.4913
3657,Azure Blue|Dark Grey|Red|Magenta,#0066D9|#485259|#E72F1D|#F24574,27.4839,22.1038,21.2581,20.8789,20.7692,59.8498,21.4914
3658,Olive Green|White|Pink|Magenta,#948902|#EBF7FF|#F1A1AF|#F24574,34.7894,22.9782,21.2029,20.0060,19.0871,49.0430,21.4921
3659,Azure Blue|Grey|Olive Green|Yellow,#0066D9|#8C9099|#948902|#FFE800,33.1861,22.7085,21.2815,20.2868,19.4308,42.5734,21.4977
3660,Black|Dark Grey|Brown|Purple,#080A0D|#485259|#55331A|#6C47B2,24.7153,21.5495,21.2588,21.4481,21.8596,55.4637,21.4988
3661,Polymaker Teal|Purple|Tan|Cold White,#4CC0C7|#6C47B2|#A79E82|#D9DFE5,28.8959,22.5939,21.3327,20.4055,19.6522,46.2563,21.4997
3662,Blue|Azure Blue|Polymaker Teal|Lime Green,#003776|#0066D9|#4CC0C7|#D5D701,33.0132,22.8162,21.1619,20.1930,19.5539,37.3831,21.5046
3663,Blue|Azure Blue|Lime Green|White,#003776|#0066D9|#D5D701|#EBF7FF,32.4523,22.7149,21.2028,20.2957,19.6922,37.4738,21.5053
3664,Green|Polymaker Teal|Red|Yellow,#06924D|#4CC0C7|#E72F1D|#FFE800,29.1913,22.6247,21.3498,20.3864,19.5152,44.5603,21.5056
3665,Purple|Grey|Tan|Cold White,#6C47B2|#8C9099|#A79E82|#D9DFE5,28.8496,22.5812,21.3400,20.4314,19.6808,46.3329,21.5063
3666,Azure Blue|Polymaker Teal|Brown|Purple,#0066D9|#4CC0C7|#55331A|#6C47B2,28.1418,22.3714,21.0314,20.6469,20.8390,50.5569,21.5092
3667,Brown|Purple|Orange|Yellow,#55331A|#6C47B2|#F67405|#FFE800,27.0309,22.6841,21.2890,20.3498,19.9769,44.2156,21.5169
3668,Green|Purple|Grey|Tan,#06924D|#6C47B2|#8C9099|#A79E82,30.8374,22.8235,21.2897,20.2138,19.3493,46.0329,21.5187
3669,Blue|Azure Blue|Green|Lime Green,#003776|#0066D9|#06924D|#D5D701,33.0367,22.8427,21.1767,20.2014,19.5566,37.4872,21.5221
3670,Green|Purple|Tan|Lime Green,#06924D|#6C47B2|#A79E82|#D5D701,32.5786,22.9955,21.2469,20.0517,19.0920,47.4298,21.5236
3671,Blue|Purple|Grey|Yellow,#003776|#6C47B2|#8C9099|#FFE800,31.5476,22.7622,21.2616,20.2889,19.5422,45.4274,21.5255
3672,Blue|Azure Blue|Polymaker Teal|Brown,#003776|#0066D9|#4CC0C7|#55331A,28.1654,22.3676,21.0489,20.6901,20.8819,50.5569,21.5288
3673,Polymaker Teal|Purple|Grey|Tan,#4CC0C7|#6C47B2|#8C9099|#A79E82,28.9481,22.6785,21.3914,20.3866,19.4804,46.2987,21.5326
3674,Azure Blue|Green|Cold White|Pink,#0066D9|#06924D|#D9DFE5|#F1A1AF,30.6230,22.7695,21.3224,20.2967,19.4751,41.7294,21.5331
3675,Azure Blue|Black|Polymaker Teal|Brown,#0066D9|#080A0D|#4CC0C7|#55331A,27.8681,22.3003,21.0611,20.7779,21.0459,50.5632,21.5391
3676,Azure Blue|Dark Grey|Brown|Magenta,#0066D9|#485259|#55331A|#F24574,26.5198,21.8248,21.2463,21.2783,21.6591,61.7732,21.5515
3677,Polymaker Teal|Olive Green|Magenta|Orange,#4CC0C7|#948902|#F24574|#F67405,31.5835,22.8206,21.4175,20.3572,19.3649,46.8908,21.5889
3678,Blue|Dark Grey|Brown|Purple,#003776|#485259|#55331A|#6C47B2,25.0841,21.7536,21.3710,21.4482,21.7952,59.0672,21.6009
3679,Black|Dark Grey|Grey|White,#080A0D|#485259|#8C9099|#EBF7FF,28.6467,21.9920,21.4221,21.2100,21.1445,35.2000,21.6010
3680,Blue|Black|Dark Grey|Brown,#003776|#080A0D|#485259|#55331A,24.8378,21.6573,21.3671,21.5602,21.9792,59.0631,21.6087
3681,Azure Blue|Black|Polymaker Teal|Dark Olive Drab,#0066D9|#080A0D|#4CC0C7|#575B54,22.7236,21.6096,21.5368,21.6134,21.7895,49.3002,21.6115
3682,Blue|Black|Purple|Grey,#003776|#080A0D|#6C47B2|#8C9099,29.9531,22.0800,21.3894,21.1750,21.1423,35.6809,21.6275
3683,Blue|Green|Dark Grey|Dark Olive Drab,#003776|#06924D|#485259|#575B54,23.6592,22.0346,21.5913,21.2262,20.9714,54.8596,21.6304
3684,Purple|Olive Green|Red|Magenta,#6C47B2|#948902|#E72F1D|#F24574,47.8809,25.8806,20.7820,17.4015,15.2431,62.1283,21.6410
3685,Polymaker Teal|Olive Green|Red|Orange,#4CC0C7|#948902|#E72F1D|#F67405,30.7162,22.8061,21.4991,20.4857,19.5212,47.0850,21.6459
3686,Azure Blue|Grey|Tan|Pink,#0066D9|#8C9099|#A79E82|#F1A1AF,24.6233,22.3571,21.6718,20.9382,20.1475,44.1620,21.6476
3687,Blue|Black|Dark Grey|Cold White,#003776|#080A0D|#485259|#D9DFE5,29.3579,22.3960,21.3591,20.9036,20.7387,35.9549,21.6498
3688,Polymaker Teal|Purple|Tan|Orange,#4CC0C7|#6C47B2|#A79E82|#F67405,29.1713,22.7623,21.4698,20.5389,19.8044,47.8797,21.6506
3689,Grey|Lime Green|White|Orange,#8C9099|#D5D701|#EBF7FF|#F67405,25.6687,22.3462,21.5998,20.9566,20.3752,44.6519,21.6514
3690,Tan|White|Pink|Orange,#A79E82|#EBF7FF|#F1A1AF|#F67405,24.6016,22.3742,21.6876,20.9444,20.1822,51.0900,21.6593
3691,Blue|Black|Polymaker Teal|Grey,#003776|#080A0D|#4CC0C7|#8C9099,30.0294,22.1131,21.4238,21.2102,21.1901,35.9374,21.6616
3692,Black|Polymaker Teal|Purple|Grey,#080A0D|#4CC0C7|#6C47B2|#8C9099,30.0294,22.1131,21.4238,21.2102,21.1901,35.9374,21.6616
3693,Purple|Tan|Lime Green|Cold White,#6C47B2|#A79E82|#D5D701|#D9DFE5,32.0628,23.0301,21.3880,20.3069,19.5209,48.3059,21.6685
3694,Black|Dark Grey|Cold White|White,#080A0D|#485259|#D9DFE5|#EBF7FF,28.9330,22.0892,21.4890,21.2682,21.1949,35.2455,21.6787
3695,Green|Purple|Pink|Yellow,#06924D|#6C47B2|#F1A1AF|#FFE800,36.6935,23.5058,21.2380,19.8605,18.9607,47.6650,21.6831
3696,Polymaker Teal|Olive Green|Tan|Cold White,#4CC0C7|#948902|#A79E82|#D9DFE5,24.7382,22.4467,21.7393,20.9237,20.0339,47.0849,21.6852
3697,Green|Lime Green|Red|Magenta,#06924D|#D5D701|#E72F1D|#F24574,33.2386,23.0727,21.3748,20.3042,19.4954,44.3017,21.6884
3698,Black|Polymaker Teal|Purple|Lime Green,#080A0D|#4CC0C7|#6C47B2|#D5D701,36.9165,23.2768,21.0321,20.1024,19.8123,47.4467,21.6896
3699,Azure Blue|Olive Green|Lime Green|White,#0066D9|#948902|#D5D701|#EBF7FF,37.4199,23.1932,21.3257,20.1877,19.3584,42.9400,21.6904
3700,Black|Dark Grey|Purple|Cold White,#080A0D|#485259|#6C47B2|#D9DFE5,29.5244,22.4747,21.4083,20.9178,20.7323,36.2520,21.6962
3701,Polymaker Teal|Tan|Magenta|Yellow,#4CC0C7|#A79E82|#F24574|#FFE800,27.1198,22.7210,21.6305,20.6773,19.7876,48.6922,21.6992
3702,Green|Dark Grey|Polymaker Teal|Dark Olive Drab,#06924D|#485259|#4CC0C7|#575B54,23.2797,21.9676,21.6525,21.4605,21.4052,44.2523,21.7141
3703,Azure Blue|Black|Dark Grey|White,#0066D9|#080A0D|#485259|#EBF7FF,28.9559,22.1310,21.5396,21.3254,21.2584,35.2863,21.7282
3704,Blue|Black|Dark Grey|White,#003776|#080A0D|#485259|#EBF7FF,28.9566,22.1311,21.5397,21.3255,21.2584,35.2863,21.7283
3705,Black|Dark Grey|Purple|White,#080A0D|#485259|#6C47B2|#EBF7FF,28.9566,22.1311,21.5397,21.3255,21.2584,35.2863,21.7283
3706,Black|Dark Grey|Polymaker Teal|White,#080A0D|#485259|#4CC0C7|#EBF7FF,28.9568,22.1319,21.5406,21.3265,21.2594,35.2863,21.7292
3707,Blue|Black|Dark Grey|Grey,#003776|#080A0D|#485259|#8C9099,29.0456,22.1439,21.5699,21.3528,21.2855,35.7744,21.7483
3708,Black|Dark Grey|Purple|Grey,#080A0D|#485259|#6C47B2|#8C9099,29.0456,22.1439,21.5699,21.3528,21.2855,35.7744,21.7483
3709,Azure Blue|Lime Green|Red|Magenta,#0066D9|#D5D701|#E72F1D|#F24574,30.3531,23.1002,21.5620,20.3970,19.4089,45.6619,21.7486
3710,Purple|Olive Green|Lime Green|Cold White,#6C47B2|#948902|#D5D701|#D9DFE5,45.9617,23.6366,21.0500,19.8696,19.1887,49.5501,21.7531
3711,Blue|Purple|Lime Green|Cold White,#003776|#6C47B2|#D5D701|#D9DFE5,35.5847,23.3232,21.2909,20.2035,19.5944,47.6698,21.7633
3712,Polymaker Teal|Olive Green|Lime Green|Magenta,#4CC0C7|#948902|#D5D701|#F24574,32.8188,23.0505,21.5263,20.4792,19.5630,46.5763,21.7648
3713,Polymaker Teal|Purple|Tan|Lime Green,#4CC0C7|#6C47B2|#A79E82|#D5D701,32.2816,23.2342,21.5234,20.2975,19.2751,48.2938,21.7658
3714,Tan|White|Orange|Yellow,#A79E82|#EBF7FF|#F67405|#FFE800,24.6074,22.3869,21.7595,21.1462,20.5624,51.1858,21.7666
3715,Tan|Lime Green|White|Orange,#A79E82|#D5D701|#EBF7FF|#F67405,24.6635,22.4106,21.7715,21.1398,20.5260,51.1581,21.7752
3716,Green|Polymaker Teal|Olive Green|Tan,#06924D|#4CC0C7|#948902|#A79E82,24.8256,22.5802,21.8510,20.9717,19.9608,47.0822,21.7759
3717,Green|Dark Grey|Dark Olive Drab|Purple,#06924D|#485259|#575B54|#6C47B2,23.9281,22.2483,21.7491,21.3305,21.0298,54.8589,21.7894
3718,Blue|Green|Polymaker Teal|Dark Olive Drab,#003776|#06924D|#4CC0C7|#575B54,23.5581,22.0728,21.7270,21.5190,21.4549,44.2533,21.7959
3719,Blue|Azure Blue|Green|Brown,#003776|#0066D9|#06924D|#55331A,29.5126,23.1542,21.3199,20.4893,20.4206,52.7988,21.8218
3720,Olive Green|Tan|Lime Green|Cold White,#948902|#A79E82|#D5D701|#D9DFE5,24.6230,22.5383,21.8894,21.1522,20.3697,46.2522,21.8452
3721,Purple|Grey|Tan|Lime Green,#6C47B2|#8C9099|#A79E82|#D5D701,31.9450,23.2599,21.6144,20.4381,19.4362,48.2342,21.8490
3722,Blue|Green|Dark Olive Drab|Purple,#003776|#06924D|#575B54|#6C47B2,24.1682,22.3398,21.8064,21.3647,21.0466,54.8463,21.8522
3723,Polymaker Teal|Olive Green|White|Pink,#4CC0C7|#948902|#EBF7FF|#F1A1AF,34.9487,23.2535,21.6040,20.4641,19.5373,49.4727,21.8588
3724,Azure Blue|Green|Brown|Purple,#0066D9|#06924D|#55331A|#6C47B2,29.5452,23.2421,21.3723,20.4821,20.3624,52.8047,21.8621
3725,Purple|Tan|Cold White|Pink,#6C47B2|#A79E82|#D9DFE5|#F1A1AF,28.2580,22.8207,21.7217,20.9091,20.2685,46.6158,21.8649
3726,Purple|Olive Green|Cold White|Yellow,#6C47B2|#948902|#D9DFE5|#FFE800,45.2474,23.6315,21.2136,20.1108,19.4717,50.2787,21.8711
3727,Grey|White|Orange|Yellow,#8C9099|#EBF7FF|#F67405|#FFE800,25.6751,22.5356,21.8341,21.2232,20.6756,44.7239,21.8794
3728,Polymaker Teal|Tan|Magenta|Orange,#4CC0C7|#A79E82|#F24574|#F67405,26.5551,22.8430,21.8635,20.9165,19.9733,48.4522,21.8797
3729,Black|Dark Grey|Polymaker Teal|Cold White,#080A0D|#485259|#4CC0C7|#D9DFE5,29.0659,22.5766,21.6326,21.2004,21.0389,37.1005,21.8885
3730,Purple|Tan|Lime Green|Yellow,#6C47B2|#A79E82|#D5D701|#FFE800,32.7936,23.3932,21.6463,20.3871,19.3224,49.1107,21.8902
3731,Azure Blue|Black|Polymaker Teal|Grey,#0066D9|#080A0D|#4CC0C7|#8C9099,30.2477,22.3355,21.6561,21.4595,21.4669,40.1688,21.8975
3732,Purple|Tan|Cold White|Yellow,#6C47B2|#A79E82|#D9DFE5|#FFE800,32.3045,23.2351,21.6101,20.5599,19.8284,49.1674,21.8975
3733,Grey|Lime Green|Cold White|Pink,#8C9099|#D5D701|#D9DFE5|#F1A1AF,26.4194,22.6807,21.8317,21.1289,20.5000,44.7115,21.9048
3734,Green|White|Pink|Orange,#06924D|#EBF7FF|#F1A1AF|#F67405,29.4583,23.0251,21.7809,20.8125,19.9703,46.9740,21.9188
3735,Blue|Azure Blue|Black|Grey,#003776|#0066D9|#080A0D|#8C9099,30.2705,22.3658,21.6850,21.4834,21.4810,41.2758,21.9246
3736,Azure Blue|Black|Purple|Grey,#0066D9|#080A0D|#6C47B2|#8C9099,30.2705,22.3658,21.6850,21.4834,21.4810,41.2758,21.9246
3737,Purple|Tan|Lime Green|Pink,#6C47B2|#A79E82|#D5D701|#F1A1AF,31.8635,23.2641,21.6798,20.5922,19.7513,47.7721,21.9281
3738,Azure Blue|Dark Grey|Polymaker Teal|Dark Olive Drab,#0066D9|#485259|#4CC0C7|#575B54,22.7338,22.0858,21.9021,21.7827,21.7588,49.2797,21.9343
3739,Azure Blue|Tan|Cold White|Pink,#0066D9|#A79E82|#D9DFE5|#F1A1AF,25.0547,22.6161,21.9305,21.2554,20.5919,44.6471,21.9357
3740,Black|Dark Grey|Polymaker Teal|Grey,#080A0D|#485259|#4CC0C7|#8C9099,27.9460,22.2498,21.7873,21.6240,21.5960,36.2587,21.9369
3741,Azure Blue|Green|Black|Brown,#0066D9|#06924D|#080A0D|#55331A,28.9967,23.1037,21.4598,20.7737,20.7543,52.7976,21.9387
3742,Green|Grey|White|Pink,#06924D|#8C9099|#EBF7FF|#F1A1AF,29.5271,23.0462,21.8240,20.8463,19.9505,44.5004,21.9462
3743,Blue|Grey|Cold White|Red,#003776|#8C9099|#D9DFE5|#E72F1D,26.7314,22.6056,21.8437,21.2889,20.8488,35.3948,21.9472
3744,Olive Green|Red|White|Magenta,#948902|#E72F1D|#EBF7FF|#F24574,34.5322,23.4517,21.6757,20.4736,19.5411,49.7499,21.9626
3745,Blue|Green|Brown|Olive Green,#003776|#06924D|#55331A|#948902,28.9460,23.0272,21.5652,20.9118,20.8399,53.8781,21.9695
3746,Polymaker Teal|Purple|Tan|Yellow,#4CC0C7|#6C47B2|#A79E82|#FFE800,32.5273,23.4273,21.7275,20.5196,19.5494,49.1646,21.9734
3747,Grey|White|Magenta|Yellow,#8C9099|#EBF7FF|#F24574|#FFE800,26.7643,22.7725,21.8971,21.1763,20.5536,46.8634,21.9744
3748,Blue|Azure Blue|Brown|Orange,#003776|#0066D9|#55331A|#F67405,26.8287,22.5408,21.6398,21.4266,21.6349,48.2280,21.9837
3749,Green|Black|Lime Green|Orange,#06924D|#080A0D|#D5D701|#F67405,34.1786,22.9292,21.4776,21.0494,21.0857,47.6684,21.9893
3750,Blue|Azure Blue|Polymaker Teal|Dark Olive Drab,#003776|#0066D9|#4CC0C7|#575B54,22.9522,22.1571,21.9524,21.8240,21.7980,49.2792,21.9906
3751,Polymaker Teal|Grey|Cold White|Orange,#4CC0C7|#8C9099|#D9DFE5|#F67405,26.1101,22.7925,21.9643,21.1974,20.4429,43.8680,21.9950
3752,Green|Polymaker Teal|Tan|Cold White,#06924D|#4CC0C7|#A79E82|#D9DFE5,24.3357,22.7225,22.0758,21.2772,20.3833,47.1311,21.9999
3753,Azure Blue|Lime Green|Red|Orange,#0066D9|#D5D701|#E72F1D|#F67405,29.9861,23.3027,21.8291,20.7001,19.7499,45.7061,22.0014
3754,Azure Blue|Brown|Purple|Orange,#0066D9|#55331A|#6C47B2|#F67405,26.8040,22.6150,21.6606,21.3982,21.5872,48.2412,22.0066
3755,Azure Blue|Brown|Red|Orange,#0066D9|#55331A|#E72F1D|#F67405,26.8071,22.6153,21.6601,21.3983,21.5880,48.2412,22.0068
3756,Azure Blue|Brown|Magenta|Orange,#0066D9|#55331A|#F24574|#F67405,26.8071,22.6155,21.6602,21.3984,21.5881,48.2412,22.0069
3757,Green|Olive Green|Tan|Lime Green,#06924D|#948902|#A79E82|#D5D701,24.8384,22.7465,22.0783,21.2838,20.3878,45.8429,22.0151
3758,Grey|Olive Green|White|Yellow,#8C9099|#948902|#EBF7FF|#FFE800,30.8351,22.9959,21.8790,21.0381,20.2925,45.4296,22.0170
3759,Green|Tan|Pink|Yellow,#06924D|#A79E82|#F1A1AF|#FFE800,28.0574,22.9583,21.9223,21.0757,20.2954,45.8644,22.0170
3760,Green|Polymaker Teal|Cold White|Orange,#06924D|#4CC0C7|#D9DFE5|#F67405,29.0247,23.1199,21.9019,20.9441,20.0863,46.9575,22.0320
3761,Grey|Lime Green|Pink|Yellow,#8C9099|#D5D701|#F1A1AF|#FFE800,26.4182,22.8830,22.0206,21.2280,20.4268,44.3191,22.0555
3762,Purple|Grey|Tan|Pink,#6C47B2|#8C9099|#A79E82|#F1A1AF,27.9917,23.0042,21.9535,21.1071,20.3648,46.0843,22.0556
3763,Azure Blue|Olive Green|White|Yellow,#0066D9|#948902|#EBF7FF|#FFE800,36.4257,23.4450,21.7649,20.7031,19.9039,43.8934,22.0740
3764,Polymaker Teal|Tan|White|Magenta,#4CC0C7|#A79E82|#EBF7FF|#F24574,26.4535,22.9347,22.0443,21.2140,20.4119,50.6867,22.0743
3765,Azure Blue|Lime Green|Magenta|Orange,#0066D9|#D5D701|#F24574|#F67405,30.0596,23.3772,21.9033,20.7746,19.8233,45.8614,22.0759
3766,Polymaker Teal|Grey|Red|Orange,#4CC0C7|#8C9099|#E72F1D|#F67405,26.4288,22.9613,22.0675,21.2023,20.2993,43.9762,22.0818
3767,Green|Black|Polymaker Teal|Olive Green,#06924D|#080A0D|#4CC0C7|#948902,40.7310,23.9766,21.2588,20.1941,19.9040,38.9137,22.0853
3768,Polymaker Teal|Grey|Magenta|Orange,#4CC0C7|#8C9099|#F24574|#F67405,26.3709,22.9635,22.0756,21.2081,20.2986,43.9696,22.0858
3769,Grey|Cold White|Pink|Yellow,#8C9099|#D9DFE5|#F1A1AF|#FFE800,26.2153,22.8505,22.0510,21.3560,20.7286,45.0534,22.1033
3770,Olive Green|Cold White|Pink|Magenta,#948902|#D9DFE5|#F1A1AF|#F24574,35.3799,23.5963,21.8186,20.6145,19.6804,49.6758,22.1054
3771,Blue|Purple|Grey|Red,#003776|#6C47B2|#8C9099|#E72F1D,26.9772,22.8546,22.0401,21.3610,20.7283,37.6562,22.1078
3772,Blue|Grey|Red|Magenta,#003776|#8C9099|#E72F1D|#F24574,26.9783,22.8558,22.0412,21.3619,20.7291,37.6634,22.1089
3773,Green|Grey|Tan|White,#06924D|#8C9099|#A79E82|#EBF7FF,24.5944,22.7490,22.1545,21.4731,20.7393,46.3581,22.1111
3774,Blue|Azure Blue|Grey|Red,#003776|#0066D9|#8C9099|#E72F1D,26.9885,22.8753,22.0631,21.3864,20.7567,37.7988,22.1309
3775,Polymaker Teal|Grey|Tan|White,#4CC0C7|#8C9099|#A79E82|#EBF7FF,24.3809,22.7519,22.1819,21.5099,20.7794,46.8331,22.1309
3776,Grey|Tan|Cold White|White,#8C9099|#A79E82|#D9DFE5|#EBF7FF,24.3795,22.7513,22.1829,21.5120,20.7817,46.8331,22.1317
3777,Olive Green|Cold White|White|Pink,#948902|#D9DFE5|#EBF7FF|#F1A1AF,34.6803,23.5036,21.9014,20.7822,19.8831,50.0424,22.1429
3778,Green|Tan|Lime Green|Cold White,#06924D|#A79E82|#D5D701|#D9DFE5,24.4523,22.7981,22.1950,21.4920,20.7431,45.8964,22.1451
3779,Polymaker Teal|Purple|Tan|Pink,#4CC0C7|#6C47B2|#A79E82|#F1A1AF,28.5379,23.1275,22.0225,21.1752,20.4601,47.2288,22.1514
3780,Green|Brown|Purple|Olive Green,#06924D|#55331A|#6C47B2|#948902,29.0385,23.4491,21.8034,20.8603,20.5178,54.1210,22.1547
3781,Purple|Grey|Red|Yellow,#6C47B2|#8C9099|#E72F1D|#FFE800,31.0394,23.3473,21.9535,20.9728,20.1701,48.5756,22.1601
3782,Dark Grey|Purple|Grey|Cold White,#485259|#6C47B2|#8C9099|#D9DFE5,23.9290,22.4149,22.1184,21.9154,21.7866,35.1288,22.1652
3783,Azure Blue|Polymaker Teal|Dark Olive Drab|Purple,#0066D9|#4CC0C7|#575B54|#6C47B2,23.1376,22.3776,22.1270,21.9535,21.8940,49.3077,22.1655
3784,Blue|Dark Grey|Grey|Cold White,#003776|#485259|#8C9099|#D9DFE5,23.9314,22.4167,22.1204,21.9175,21.7887,35.1288,22.1671
3785,Dark Grey|Polymaker Teal|Grey|Cold White,#485259|#4CC0C7|#8C9099|#D9DFE5,23.9313,22.4170,22.1207,21.9179,21.7895,35.1324,22.1675
3786,Polymaker Teal|Lime Green|Cold White|Red,#4CC0C7|#D5D701|#D9DFE5|#E72F1D,28.8674,23.1312,22.0136,21.2187,20.5485,46.2504,22.1749
3787,Azure Blue|Grey|Tan|Cold White,#0066D9|#8C9099|#A79E82|#D9DFE5,25.1045,22.8374,22.1870,21.5130,20.8275,43.4696,22.1752
3788,Green|Polymaker Teal|Dark Olive Drab|Purple,#06924D|#4CC0C7|#575B54|#6C47B2,24.2013,22.5806,22.1007,21.7719,21.6183,44.4183,22.1762
3789,Olive Green|Red|White|Pink,#948902|#E72F1D|#EBF7FF|#F1A1AF,34.4389,23.6072,21.9260,20.7485,19.8267,50.0019,22.1778
3790,Tan|Pink|Magenta|Yellow,#A79E82|#F1A1AF|#F24574|#FFE800,25.5735,22.9119,22.1763,21.4520,20.7126,50.4337,22.1819
3791,Azure Blue|Green|Grey|Tan,#0066D9|#06924D|#8C9099|#A79E82,25.8798,22.9503,22.1943,21.4336,20.6351,42.5305,22.1919
3792,Azure Blue|Polymaker Teal|Grey|Tan,#0066D9|#4CC0C7|#8C9099|#A79E82,25.2392,22.9430,22.2371,21.4554,20.5908,43.4687,22.1992
3793,Azure Blue|Black|Brown|Orange,#0066D9|#080A0D|#55331A|#F67405,26.7596,22.6932,21.8698,21.7070,21.9354,48.3586,22.2001
3794,Olive Green|Cold White|Red|White,#948902|#D9DFE5|#E72F1D|#EBF7FF,34.6575,23.7347,21.9243,20.6758,19.7237,50.1023,22.2052
3795,Grey|Lime Green|White|Magenta,#8C9099|#D5D701|#EBF7FF|#F24574,27.4390,23.0405,22.1181,21.3823,20.7511,47.2898,22.2114
3796,Blue|Dark Grey|Purple|Cold White,#003776|#485259|#6C47B2|#D9DFE5,26.8339,22.8547,22.0195,21.5889,21.3874,35.9547,22.2218
3797,Grey|Tan|White|Yellow,#8C9099|#A79E82|#EBF7FF|#FFE800,25.1643,22.8930,22.2469,21.5823,20.9153,46.4377,22.2376
3798,Azure Blue|Green|Black|Dark Olive Drab,#0066D9|#06924D|#080A0D|#575B54,24.6333,22.4508,22.1366,22.0412,22.0926,52.1392,22.2460
3799,Tan|Cold White|White|Orange,#A79E82|#D9DFE5|#EBF7FF|#F67405,25.1277,22.9651,22.2797,21.5356,20.7734,51.1944,22.2504
3800,Blue|Green|Purple|Lime Green,#003776|#06924D|#6C47B2|#D5D701,37.0312,24.1017,21.8090,20.4034,19.4105,47.9448,22.2525
3801,Blue|Azure Blue|Purple|Yellow,#003776|#0066D9|#6C47B2|#FFE800,34.1256,23.6840,21.9081,20.8349,20.1131,44.8332,22.2595
3802,Green|Purple|White|Pink,#06924D|#6C47B2|#EBF7FF|#F1A1AF,34.7793,23.7371,21.8927,20.7891,20.0649,44.3544,22.2631
3803,Green|Polymaker Teal|Lime Green|Pink,#06924D|#4CC0C7|#D5D701|#F1A1AF,29.7925,23.3199,22.1147,21.2150,20.4422,45.5590,22.2675
3804,Grey|Tan|Lime Green|White,#8C9099|#A79E82|#D5D701|#EBF7FF,24.8738,22.8990,22.2995,21.6469,20.9677,46.9231,22.2730
3805,Azure Blue|Purple|Tan|Lime Green,#0066D9|#6C47B2|#A79E82|#D5D701,31.9355,23.6573,22.0600,20.8895,19.9239,48.1341,22.2734
3806,Green|Black|Lime Green|Red,#06924D|#080A0D|#D5D701|#E72F1D,36.2072,23.4742,21.6579,21.0749,21.0889,48.4949,22.2745
3807,Azure Blue|Dark Grey|Grey|Cold White,#0066D9|#485259|#8C9099|#D9DFE5,24.0355,22.5282,22.2353,22.0366,21.9121,35.6666,22.2824
3808,Blue|Purple|White|Orange,#003776|#6C47B2|#EBF7FF|#F67405,29.4036,23.0892,22.0928,21.4890,21.0873,36.1261,22.2891
3809,Azure Blue|Polymaker Teal|Tan|Cold White,#0066D9|#4CC0C7|#A79E82|#D9DFE5,25.3164,22.9662,22.2964,21.6123,20.9232,43.5579,22.2892
3810,Purple|Grey|Tan|Yellow,#6C47B2|#8C9099|#A79E82|#FFE800,32.3087,23.6805,22.0567,20.9007,19.9579,49.3291,22.2906
3811,Blue|White|Magenta|Orange,#003776|#EBF7FF|#F24574|#F67405,29.4075,23.0967,22.1008,21.4958,21.0922,36.1242,22.2962
3812,Azure Blue|Lime Green|Cold White|Red,#0066D9|#D5D701|#D9DFE5|#E72F1D,30.1388,23.4286,22.1006,21.1650,20.4411,45.8592,22.2968
3813,Azure Blue|Green|Tan|Cold White,#0066D9|#06924D|#A79E82|#D9DFE5,26.0117,22.9975,22.2691,21.5992,20.9663,42.6391,22.2984
3814,Blue|White|Pink|Orange,#003776|#EBF7FF|#F1A1AF|#F67405,29.4109,23.0996,22.1048,21.5011,21.0991,36.2277,22.3004
